user_id,name,age,study_level,preferred_subjects,strengths,weaknesses,learning_style,study_preference,availability
382,Jerry Mann,19,Intermediate,"['Big Data', 'Deep Learning', 'Web Development', 'Cryptography', 'Database Management', 'Computer Architecture', 'Embedded Systems', 'Bioinformatics']","['Computer Architecture', 'Embedded Systems', 'Web Development']","['Bioinformatics', 'Database Management', 'Deep Learning', 'Cryptography', 'Big Data']",Problem-Solving,Solo,"['Afternoon', 'Morning']"
383,Donna Jacobs,29,Intermediate,"['Neural Networks', 'Digital Logic', 'Quantum Computing', 'Computer Networks', 'Natural Language Processing', 'Algorithms', 'Operating Systems', 'Software Engineering', 'Data Structures']","['Natural Language Processing', 'Operating Systems', 'Quantum Computing']","['Data Structures', 'Digital Logic', 'Neural Networks', 'Algorithms', 'Computer Networks', 'Software Engineering']",Auditory,Solo,"['Night', 'Night']"
384,Russell Hines,22,Intermediate,"['Data Structures', 'Deep Learning', 'Operating Systems', 'Ethical Hacking', 'Artificial Intelligence', 'Linear Algebra', 'Embedded Systems', 'Computer Networks', 'Natural Language Processing', 'Bioinformatics']","['Computer Networks', 'Embedded Systems', 'Deep Learning', 'Linear Algebra']","['Bioinformatics', 'Ethical Hacking', 'Natural Language Processing', 'Data Structures', 'Artificial Intelligence', 'Operating Systems']",Auditory,Solo,"['Evening', 'Evening']"
385,Shawn Hooper,24,Intermediate,"['Digital Logic', 'Quantum Computing', 'Bioinformatics', 'Algorithms', 'Deep Learning', 'Theory of Computation', 'Natural Language Processing', 'Computer Architecture', 'Big Data']","['Deep Learning', 'Natural Language Processing', 'Big Data']","['Bioinformatics', 'Quantum Computing', 'Theory of Computation', 'Computer Architecture', 'Digital Logic', 'Algorithms']",Problem-Solving,Solo,"['Evening', 'Evening']"
386,Dr. Alec Gross DDS,29,Beginner,"['Deep Learning', 'Computer Networks', 'Probability & Statistics', 'Cybersecurity', 'Compiler Design', 'Operating Systems', 'Software Engineering']","['Probability & Statistics', 'Cybersecurity']","['Deep Learning', 'Compiler Design', 'Computer Networks', 'Operating Systems', 'Software Engineering']",Visual,Solo,"['Evening', 'Evening', 'Evening']"
387,William Ross,27,Advanced,"['Data Mining', 'Speech Recognition', 'Ethical Hacking', 'Probability & Statistics', 'Optimization Techniques', 'Software Testing', 'Algorithms', 'Database Management']","['Software Testing', 'Data Mining', 'Ethical Hacking', 'Database Management']","['Algorithms', 'Speech Recognition', 'Optimization Techniques', 'Probability & Statistics']",Text-based,Solo,"['Afternoon', 'Afternoon']"
388,Shelby Luna,29,Intermediate,"['Linear Algebra', 'Big Data', 'Computer Vision', 'Computer Architecture', 'Cloud Computing', 'Computer Networks', 'Reinforcement Learning']","['Computer Architecture', 'Linear Algebra']","['Reinforcement Learning', 'Computer Vision', 'Cloud Computing', 'Big Data', 'Computer Networks']",Auditory,Solo,['Night']
389,Jennifer Meyers,28,Advanced,"['Network Security', 'Internet of Things', 'Cybersecurity', 'Physics for CS', 'Game Development', 'Database Management', 'Natural Language Processing', 'Graph Theory', 'Parallel Computing', 'Augmented Reality', 'Compiler Design']","['Physics for CS', 'Network Security', 'Game Development', 'Parallel Computing', 'Database Management', 'Augmented Reality']","['Compiler Design', 'Natural Language Processing', 'Graph Theory', 'Internet of Things', 'Cybersecurity']",Auditory,Solo,"['Afternoon', 'Afternoon']"
390,Dakota Byrd,28,Advanced,"['Neural Networks', 'Database Management', 'Natural Language Processing', 'Computer Architecture', 'Probability & Statistics', 'Software Engineering', 'Distributed Systems', 'Virtual Reality']","['Computer Architecture', 'Database Management', 'Virtual Reality', 'Probability & Statistics']","['Software Engineering', 'Neural Networks', 'Natural Language Processing', 'Distributed Systems']",Auditory,Solo,"['Night', 'Evening', 'Afternoon']"
391,Eric Hansen,20,Beginner,"['Deep Learning', 'Database Management', 'Probability & Statistics', 'Algorithms', 'Artificial Intelligence', 'Compiler Design', 'Linear Algebra', 'Software Engineering']","['Compiler Design', 'Database Management', 'Probability & Statistics']","['Linear Algebra', 'Deep Learning', 'Artificial Intelligence', 'Algorithms', 'Software Engineering']",Visual,Solo,"['Evening', 'Evening']"
392,April Williams,24,Intermediate,"['Probability & Statistics', 'Distributed Systems', 'Operating Systems', 'Quantum Computing', 'Computer Vision', 'Cloud Computing', 'Neural Networks']","['Probability & Statistics', 'Operating Systems']","['Quantum Computing', 'Computer Vision', 'Neural Networks', 'Cloud Computing', 'Distributed Systems']",Problem-Solving,Solo,['Evening']
393,Patrick Holmes,20,Beginner,"['Cybersecurity', 'Linear Algebra', 'Cryptography', 'Algorithms', 'Operating Systems']","['Algorithms', 'Cryptography']","['Operating Systems', 'Linear Algebra', 'Cybersecurity']",Problem-Solving,Group,"['Night', 'Afternoon']"
394,Brandon Hicks,25,Intermediate,"['Computer Networks', 'Computer Vision', 'Algorithms', 'Operating Systems', 'Natural Language Processing', 'Embedded Systems', 'Cybersecurity', 'Neural Networks', 'Database Management', 'Bioinformatics']","['Bioinformatics', 'Neural Networks', 'Natural Language Processing', 'Embedded Systems']","['Database Management', 'Computer Vision', 'Algorithms', 'Operating Systems', 'Computer Networks', 'Cybersecurity']",Auditory,Solo,"['Afternoon', 'Afternoon']"
395,Joseph Chang,23,Beginner,"['Probability & Statistics', 'Data Structures', 'Computer Networks', 'Linear Algebra', 'Cybersecurity', 'Machine Learning', 'Artificial Intelligence']","['Machine Learning', 'Artificial Intelligence']","['Linear Algebra', 'Probability & Statistics', 'Data Structures', 'Computer Networks', 'Cybersecurity']",Auditory,Solo,"['Afternoon', 'Night']"
396,Jennifer Parks,28,Intermediate,"['Deep Learning', 'Internet of Things', 'Artificial Intelligence', 'Theory of Computation', 'Operating Systems', 'Linear Algebra', 'Distributed Systems', 'Quantum Computing', 'Digital Logic']","['Digital Logic', 'Deep Learning', 'Theory of Computation']","['Linear Algebra', 'Quantum Computing', 'Artificial Intelligence', 'Operating Systems', 'Internet of Things', 'Distributed Systems']",Auditory,Solo,['Night']
397,Steven Schmidt,30,Advanced,"['Distributed Systems', 'Optimization Techniques', 'Internet of Things', 'Machine Learning', 'Programming Languages', 'Cybersecurity', 'Linear Algebra', 'Blockchains', 'Database Management', 'Embedded Systems']","['Database Management', 'Internet of Things', 'Distributed Systems', 'Linear Algebra', 'Machine Learning', 'Optimization Techniques']","['Blockchains', 'Programming Languages', 'Cybersecurity', 'Embedded Systems']",Text-based,Solo,"['Night', 'Night', 'Evening']"
398,Dillon Hunt,30,Beginner,"['Cybersecurity', 'Artificial Intelligence', 'Probability & Statistics', 'Operating Systems', 'Computer Networks', 'Data Structures', 'Machine Learning']","['Machine Learning', 'Data Structures']","['Probability & Statistics', 'Artificial Intelligence', 'Operating Systems', 'Computer Networks', 'Cybersecurity']",Auditory,Solo,['Afternoon']
399,Jeffrey Smith,24,Intermediate,"['Natural Language Processing', 'Compiler Design', 'Artificial Intelligence', 'Deep Learning', 'Cybersecurity', 'Digital Logic', 'Computer Networks', 'Linear Algebra', 'Big Data', 'Algorithms']","['Natural Language Processing', 'Cybersecurity', 'Digital Logic', 'Big Data']","['Linear Algebra', 'Deep Learning', 'Compiler Design', 'Artificial Intelligence', 'Algorithms', 'Computer Networks']",Auditory,Solo,"['Night', 'Morning', 'Morning']"
400,Alicia Davis,18,Intermediate,"['Probability & Statistics', 'Compiler Design', 'Bioinformatics', 'Big Data', 'Web Development', 'Artificial Intelligence', 'Distributed Systems', 'Embedded Systems', 'Computer Architecture', 'Linear Algebra']","['Linear Algebra', 'Big Data', 'Distributed Systems', 'Computer Architecture']","['Bioinformatics', 'Probability & Statistics', 'Compiler Design', 'Artificial Intelligence', 'Embedded Systems', 'Web Development']",Text-based,Solo,"['Evening', 'Evening', 'Evening']"
401,Sue Johnson,26,Beginner,"['Probability & Statistics', 'Artificial Intelligence', 'Computer Architecture', 'Cryptography', 'Algorithms', 'Cybersecurity']","['Algorithms', 'Artificial Intelligence']","['Cryptography', 'Cybersecurity', 'Computer Architecture', 'Probability & Statistics']",Auditory,Group,"['Night', 'Evening']"
402,Marc Sawyer,25,Intermediate,"['Theory of Computation', 'Deep Learning', 'Algorithms', 'Ethical Hacking', 'Compiler Design', 'Distributed Systems', 'Cloud Computing', 'Internet of Things', 'Cybersecurity', 'Operating Systems']","['Theory of Computation', 'Cloud Computing', 'Internet of Things', 'Distributed Systems']","['Ethical Hacking', 'Deep Learning', 'Compiler Design', 'Algorithms', 'Operating Systems', 'Cybersecurity']",Problem-Solving,Solo,"['Night', 'Night', 'Evening']"
403,Nicole Davis,20,Beginner,"['Data Structures', 'Machine Learning', 'Computer Architecture', 'Software Engineering', 'Database Management', 'Cryptography', 'Linear Algebra']","['Cryptography', 'Software Engineering']","['Linear Algebra', 'Database Management', 'Machine Learning', 'Computer Architecture', 'Data Structures']",Problem-Solving,Group,['Morning']
404,Ian Manning,22,Intermediate,"['Theory of Computation', 'Deep Learning', 'Computer Architecture', 'Neural Networks', 'Bioinformatics', 'Reinforcement Learning']","['Reinforcement Learning', 'Computer Architecture']","['Deep Learning', 'Bioinformatics', 'Theory of Computation', 'Neural Networks']",Visual,Solo,"['Evening', 'Afternoon']"
405,Anthony Suarez,20,Advanced,"['Parallel Computing', 'Linear Algebra', 'Algorithms', 'Compiler Design', 'Big Data', 'Theory of Computation', 'Data Mining', 'Physics for CS', 'Operating System Internals']","['Linear Algebra', 'Physics for CS', 'Operating System Internals', 'Algorithms', 'Parallel Computing']","['Compiler Design', 'Data Mining', 'Theory of Computation', 'Big Data']",Problem-Solving,Solo,"['Morning', 'Night']"
406,Eric Erickson,26,Intermediate,"['Cryptography', 'Probability & Statistics', 'Deep Learning', 'Compiler Design', 'Bioinformatics', 'Big Data']","['Cryptography', 'Deep Learning']","['Compiler Design', 'Bioinformatics', 'Big Data', 'Probability & Statistics']",Problem-Solving,Solo,['Morning']
407,Kevin Hanson,28,Intermediate,"['Quantum Computing', 'Distributed Systems', 'Reinforcement Learning', 'Cloud Computing', 'Compiler Design', 'Web Development', 'Linear Algebra']","['Compiler Design', 'Quantum Computing']","['Linear Algebra', 'Reinforcement Learning', 'Cloud Computing', 'Web Development', 'Distributed Systems']",Text-based,Solo,"['Afternoon', 'Night']"
408,Ana Wilson,29,Intermediate,"['Reinforcement Learning', 'Algorithms', 'Deep Learning', 'Natural Language Processing', 'Cryptography', 'Data Structures', 'Linear Algebra', 'Big Data', 'Distributed Systems', 'Computer Architecture']","['Big Data', 'Distributed Systems', 'Linear Algebra', 'Cryptography']","['Reinforcement Learning', 'Deep Learning', 'Natural Language Processing', 'Computer Architecture', 'Data Structures', 'Algorithms']",Auditory,Solo,['Evening']
409,Antonio Ford,29,Intermediate,"['Natural Language Processing', 'Cloud Computing', 'Neural Networks', 'Internet of Things', 'Cybersecurity', 'Computer Networks']","['Computer Networks', 'Cybersecurity']","['Internet of Things', 'Cloud Computing', 'Natural Language Processing', 'Neural Networks']",Text-based,Solo,"['Night', 'Evening']"
410,Cesar Nichols,22,Intermediate,"['Cloud Computing', 'Machine Learning', 'Natural Language Processing', 'Internet of Things', 'Computer Vision', 'Reinforcement Learning', 'Compiler Design', 'Cryptography']","['Machine Learning', 'Computer Vision', 'Reinforcement Learning']","['Cryptography', 'Compiler Design', 'Natural Language Processing', 'Cloud Computing', 'Internet of Things']",Visual,Solo,"['Night', 'Evening']"
411,Elizabeth Monroe,29,Intermediate,"['Digital Logic', 'Operating Systems', 'Bioinformatics', 'Quantum Computing', 'Cryptography', 'Cybersecurity', 'Artificial Intelligence']","['Cybersecurity', 'Cryptography']","['Bioinformatics', 'Quantum Computing', 'Digital Logic', 'Artificial Intelligence', 'Operating Systems']",Auditory,Solo,['Afternoon']
412,Kimberly Welch,23,Intermediate,"['Algorithms', 'Ethical Hacking', 'Software Engineering', 'Big Data', 'Digital Logic', 'Compiler Design']","['Digital Logic', 'Compiler Design']","['Software Engineering', 'Ethical Hacking', 'Algorithms', 'Big Data']",Auditory,Solo,['Morning']
413,Kevin Roberts,22,Advanced,"['Computer Vision', 'Big Data', 'Reinforcement Learning', 'Software Engineering', 'Parallel Computing', 'Probability & Statistics', 'Digital Logic', 'Natural Language Processing', 'Mathematics for CS', 'Augmented Reality', 'Mobile Computing']","['Natural Language Processing', 'Reinforcement Learning', 'Software Engineering', 'Augmented Reality', 'Probability & Statistics', 'Digital Logic']","['Mathematics for CS', 'Mobile Computing', 'Computer Vision', 'Big Data', 'Parallel Computing']",Text-based,Solo,['Evening']
414,Rachel Morris,21,Beginner,"['Data Structures', 'Algorithms', 'Compiler Design', 'Computer Architecture', 'Deep Learning', 'Computer Networks']","['Algorithms', 'Computer Networks']","['Deep Learning', 'Compiler Design', 'Computer Architecture', 'Data Structures']",Problem-Solving,Group,['Night']
415,Christopher Cannon,30,Intermediate,"['Web Development', 'Embedded Systems', 'Quantum Computing', 'Natural Language Processing', 'Software Engineering', 'Digital Logic']","['Digital Logic', 'Quantum Computing']","['Web Development', 'Software Engineering', 'Embedded Systems', 'Natural Language Processing']",Visual,Solo,"['Afternoon', 'Evening']"
416,Darius Berry,26,Beginner,"['Computer Architecture', 'Cryptography', 'Compiler Design', 'Deep Learning', 'Computer Networks', 'Software Engineering', 'Linear Algebra', 'Artificial Intelligence']","['Cryptography', 'Artificial Intelligence', 'Linear Algebra']","['Deep Learning', 'Compiler Design', 'Computer Architecture', 'Computer Networks', 'Software Engineering']",Auditory,Group,"['Night', 'Night']"
417,Cindy Ingram,21,Intermediate,"['Reinforcement Learning', 'Neural Networks', 'Deep Learning', 'Web Development', 'Bioinformatics', 'Computer Networks', 'Cybersecurity', 'Cryptography', 'Linear Algebra']","['Web Development', 'Cybersecurity', 'Reinforcement Learning']","['Bioinformatics', 'Linear Algebra', 'Deep Learning', 'Cryptography', 'Neural Networks', 'Computer Networks']",Visual,Solo,"['Night', 'Evening']"
418,Zachary Howell,27,Advanced,"['Game Development', 'Image Processing', 'Digital Logic', 'Human-Computer Interaction', 'Programming Languages', 'Virtual Reality', 'Software Testing', 'Augmented Reality', 'Bioinformatics', 'Internet of Things', 'Web Development', 'Distributed Systems']","['Internet of Things', 'Human-Computer Interaction', 'Software Testing', 'Programming Languages', 'Game Development', 'Augmented Reality', 'Distributed Systems']","['Virtual Reality', 'Bioinformatics', 'Digital Logic', 'Image Processing', 'Web Development']",Visual,Solo,"['Afternoon', 'Night']"
419,Ronald Whitehead,21,Advanced,"['Pattern Recognition', 'Web Development', 'Software Testing', 'Optimization Techniques', 'Operating Systems', 'Cloud Computing', 'Data Structures', 'Embedded Systems']","['Optimization Techniques', 'Web Development', 'Data Structures', 'Software Testing']","['Operating Systems', 'Cloud Computing', 'Pattern Recognition', 'Embedded Systems']",Problem-Solving,Solo,"['Night', 'Evening', 'Night']"
420,Hailey Santos,30,Advanced,"['Database Management', 'Optimization Techniques', 'Artificial Intelligence', 'Deep Learning', 'Ethical Hacking', 'Data Structures', 'Blockchains', 'Wireless Networks', 'Network Security', 'Programming Languages', 'Software Engineering', 'Linear Algebra']","['Optimization Techniques', 'Wireless Networks', 'Blockchains', 'Software Engineering', 'Linear Algebra', 'Network Security', 'Deep Learning']","['Ethical Hacking', 'Database Management', 'Data Structures', 'Programming Languages', 'Artificial Intelligence']",Auditory,Solo,"['Night', 'Evening']"
421,Sabrina Ferguson,24,Beginner,"['Software Engineering', 'Operating Systems', 'Probability & Statistics', 'Deep Learning', 'Computer Architecture', 'Database Management']","['Software Engineering', 'Probability & Statistics']","['Database Management', 'Deep Learning', 'Operating Systems', 'Computer Architecture']",Auditory,Group,['Evening']
422,Dakota Weber,28,Intermediate,"['Internet of Things', 'Quantum Computing', 'Artificial Intelligence', 'Cybersecurity', 'Operating Systems', 'Compiler Design', 'Probability & Statistics', 'Bioinformatics', 'Cloud Computing', 'Reinforcement Learning']","['Quantum Computing', 'Reinforcement Learning', 'Operating Systems', 'Compiler Design']","['Bioinformatics', 'Probability & Statistics', 'Artificial Intelligence', 'Cloud Computing', 'Internet of Things', 'Cybersecurity']",Auditory,Solo,"['Night', 'Night']"
423,Stephanie Moore,30,Intermediate,"['Internet of Things', 'Reinforcement Learning', 'Linear Algebra', 'Machine Learning', 'Cybersecurity', 'Operating Systems']","['Reinforcement Learning', 'Cybersecurity']","['Operating Systems', 'Internet of Things', 'Linear Algebra', 'Machine Learning']",Problem-Solving,Solo,"['Night', 'Evening']"
424,Crystal Sellers,25,Beginner,"['Computer Networks', 'Database Management', 'Computer Architecture', 'Operating Systems', 'Cybersecurity']","['Cybersecurity', 'Computer Networks']","['Database Management', 'Operating Systems', 'Computer Architecture']",Text-based,Group,"['Evening', 'Evening', 'Evening']"
425,Jessica Wood,21,Beginner,"['Artificial Intelligence', 'Linear Algebra', 'Computer Networks', 'Software Engineering', 'Machine Learning', 'Database Management']","['Linear Algebra', 'Artificial Intelligence']","['Database Management', 'Computer Networks', 'Software Engineering', 'Machine Learning']",Auditory,Solo,['Night']
426,Kaitlin Walton,26,Intermediate,"['Data Structures', 'Probability & Statistics', 'Software Engineering', 'Cloud Computing', 'Quantum Computing', 'Big Data', 'Reinforcement Learning', 'Compiler Design', 'Linear Algebra']","['Compiler Design', 'Quantum Computing', 'Linear Algebra']","['Reinforcement Learning', 'Probability & Statistics', 'Data Structures', 'Cloud Computing', 'Big Data', 'Software Engineering']",Visual,Solo,"['Evening', 'Evening', 'Afternoon']"
427,Stephen Simon,26,Intermediate,"['Bioinformatics', 'Big Data', 'Artificial Intelligence', 'Algorithms', 'Cybersecurity', 'Cloud Computing', 'Web Development', 'Machine Learning', 'Computer Vision']","['Cloud Computing', 'Bioinformatics', 'Web Development']","['Machine Learning', 'Computer Vision', 'Artificial Intelligence', 'Big Data', 'Algorithms', 'Cybersecurity']",Auditory,Solo,['Night']
428,Erica Grant,25,Intermediate,"['Bioinformatics', 'Cryptography', 'Ethical Hacking', 'Neural Networks', 'Distributed Systems', 'Computer Networks', 'Cloud Computing']","['Distributed Systems', 'Cloud Computing']","['Bioinformatics', 'Ethical Hacking', 'Cryptography', 'Neural Networks', 'Computer Networks']",Auditory,Solo,"['Evening', 'Evening']"
429,Paul Gonzalez,28,Advanced,"['Physics for CS', 'Digital Logic', 'Blockchains', 'Programming Languages', 'Web Development', 'Image Processing', 'Parallel Computing', 'Operating System Internals', 'Graph Theory', 'Algorithms', 'Deep Learning']","['Graph Theory', 'Algorithms', 'Programming Languages', 'Operating System Internals', 'Parallel Computing', 'Physics for CS']","['Deep Learning', 'Blockchains', 'Digital Logic', 'Image Processing', 'Web Development']",Visual,Solo,['Afternoon']
430,Ashley Snow,25,Intermediate,"['Reinforcement Learning', 'Embedded Systems', 'Theory of Computation', 'Probability & Statistics', 'Ethical Hacking', 'Computer Networks', 'Cloud Computing', 'Distributed Systems']","['Cloud Computing', 'Theory of Computation', 'Ethical Hacking']","['Reinforcement Learning', 'Probability & Statistics', 'Embedded Systems', 'Computer Networks', 'Distributed Systems']",Text-based,Solo,"['Afternoon', 'Night', 'Evening']"
431,James Mendez,19,Advanced,"['Human-Computer Interaction', 'Computer Networks', 'Quantum Computing', 'Optimization Techniques', 'Augmented Reality', 'Algorithms', 'Neural Networks', 'Software Testing', 'Image Processing', 'Mobile Computing']","['Neural Networks', 'Computer Networks', 'Algorithms', 'Image Processing', 'Quantum Computing', 'Software Testing']","['Augmented Reality', 'Mobile Computing', 'Optimization Techniques', 'Human-Computer Interaction']",Text-based,Solo,"['Evening', 'Morning']"
432,Kevin Adams,22,Intermediate,"['Algorithms', 'Operating Systems', 'Distributed Systems', 'Web Development', 'Cryptography', 'Reinforcement Learning', 'Internet of Things', 'Digital Logic', 'Machine Learning']","['Machine Learning', 'Algorithms', 'Operating Systems']","['Reinforcement Learning', 'Cryptography', 'Digital Logic', 'Internet of Things', 'Web Development', 'Distributed Systems']",Problem-Solving,Solo,"['Night', 'Evening']"
433,Alex Garcia,30,Intermediate,"['Database Management', 'Computer Architecture', 'Distributed Systems', 'Internet of Things', 'Compiler Design', 'Embedded Systems', 'Digital Logic', 'Ethical Hacking', 'Big Data', 'Computer Networks']","['Computer Architecture', 'Digital Logic', 'Embedded Systems', 'Computer Networks']","['Ethical Hacking', 'Database Management', 'Compiler Design', 'Big Data', 'Internet of Things', 'Distributed Systems']",Auditory,Solo,"['Evening', 'Evening']"
434,James Caldwell,23,Intermediate,"['Cryptography', 'Internet of Things', 'Web Development', 'Embedded Systems', 'Database Management', 'Artificial Intelligence', 'Big Data', 'Computer Vision', 'Data Structures']","['Computer Vision', 'Embedded Systems', 'Big Data']","['Database Management', 'Cryptography', 'Data Structures', 'Artificial Intelligence', 'Internet of Things', 'Web Development']",Visual,Solo,"['Afternoon', 'Evening']"
435,Kenneth Griffin,26,Intermediate,"['Distributed Systems', 'Digital Logic', 'Neural Networks', 'Big Data', 'Computer Networks', 'Reinforcement Learning', 'Database Management', 'Natural Language Processing']","['Database Management', 'Digital Logic', 'Natural Language Processing']","['Reinforcement Learning', 'Neural Networks', 'Big Data', 'Computer Networks', 'Distributed Systems']",Auditory,Solo,['Afternoon']
436,Rodney Cabrera,22,Advanced,"['Cybersecurity', 'Data Structures', 'Algorithms', 'Big Data', 'Data Mining', 'Optimization Techniques', 'Natural Language Processing', 'Computer Architecture', 'Pattern Recognition', 'Digital Logic', 'Theory of Computation']","['Theory of Computation', 'Data Structures', 'Data Mining', 'Pattern Recognition', 'Computer Architecture', 'Digital Logic']","['Natural Language Processing', 'Big Data', 'Algorithms', 'Optimization Techniques', 'Cybersecurity']",Problem-Solving,Solo,"['Evening', 'Night']"
437,Daniel Williams,19,Intermediate,"['Cloud Computing', 'Distributed Systems', 'Computer Networks', 'Database Management', 'Natural Language Processing', 'Bioinformatics']","['Database Management', 'Natural Language Processing']","['Cloud Computing', 'Bioinformatics', 'Computer Networks', 'Distributed Systems']",Visual,Solo,['Evening']
438,Jamie Sanders,20,Intermediate,"['Quantum Computing', 'Deep Learning', 'Internet of Things', 'Distributed Systems', 'Web Development', 'Computer Networks', 'Bioinformatics', 'Probability & Statistics']","['Computer Networks', 'Probability & Statistics', 'Deep Learning']","['Bioinformatics', 'Quantum Computing', 'Internet of Things', 'Web Development', 'Distributed Systems']",Visual,Solo,"['Evening', 'Afternoon', 'Afternoon']"
439,James Martin,25,Intermediate,"['Database Management', 'Neural Networks', 'Quantum Computing', 'Distributed Systems', 'Compiler Design', 'Theory of Computation', 'Artificial Intelligence']","['Quantum Computing', 'Compiler Design']","['Database Management', 'Theory of Computation', 'Neural Networks', 'Artificial Intelligence', 'Distributed Systems']",Visual,Solo,['Evening']
440,Gregory Hill,19,Intermediate,"['Natural Language Processing', 'Neural Networks', 'Linear Algebra', 'Bioinformatics', 'Web Development', 'Reinforcement Learning']","['Web Development', 'Bioinformatics']","['Linear Algebra', 'Neural Networks', 'Reinforcement Learning', 'Natural Language Processing']",Text-based,Solo,"['Evening', 'Evening', 'Morning']"
441,Jacob Tate,21,Intermediate,"['Artificial Intelligence', 'Web Development', 'Computer Networks', 'Quantum Computing', 'Big Data', 'Database Management', 'Embedded Systems', 'Ethical Hacking', 'Deep Learning']","['Quantum Computing', 'Web Development', 'Ethical Hacking']","['Database Management', 'Deep Learning', 'Artificial Intelligence', 'Big Data', 'Embedded Systems', 'Computer Networks']",Text-based,Solo,"['Evening', 'Evening', 'Night']"
442,Connie Hall,19,Intermediate,"['Distributed Systems', 'Compiler Design', 'Internet of Things', 'Operating Systems', 'Web Development', 'Theory of Computation']","['Operating Systems', 'Internet of Things']","['Web Development', 'Compiler Design', 'Theory of Computation', 'Distributed Systems']",Problem-Solving,Solo,['Afternoon']
443,Michael Hernandez,27,Beginner,"['Compiler Design', 'Computer Architecture', 'Algorithms', 'Data Structures', 'Linear Algebra', 'Computer Networks', 'Deep Learning', 'Machine Learning']","['Machine Learning', 'Deep Learning', 'Computer Architecture']","['Linear Algebra', 'Compiler Design', 'Data Structures', 'Algorithms', 'Computer Networks']",Text-based,Group,['Night']
444,Sharon Fox,24,Intermediate,"['Ethical Hacking', 'Database Management', 'Data Structures', 'Compiler Design', 'Software Engineering', 'Probability & Statistics', 'Neural Networks']","['Neural Networks', 'Compiler Design']","['Ethical Hacking', 'Probability & Statistics', 'Database Management', 'Data Structures', 'Software Engineering']",Text-based,Solo,['Evening']
445,Kimberly Thomas,28,Beginner,"['Cybersecurity', 'Database Management', 'Software Engineering', 'Linear Algebra', 'Compiler Design', 'Machine Learning', 'Probability & Statistics', 'Cryptography']","['Software Engineering', 'Database Management', 'Cryptography']","['Linear Algebra', 'Probability & Statistics', 'Compiler Design', 'Machine Learning', 'Cybersecurity']",Text-based,Group,"['Evening', 'Afternoon']"
446,Jackie Boyd,30,Beginner,"['Artificial Intelligence', 'Linear Algebra', 'Computer Architecture', 'Cybersecurity', 'Operating Systems', 'Database Management', 'Deep Learning']","['Deep Learning', 'Cybersecurity']","['Linear Algebra', 'Database Management', 'Computer Architecture', 'Artificial Intelligence', 'Operating Systems']",Visual,Group,"['Evening', 'Night', 'Night']"
447,Mark Guerrero,26,Intermediate,"['Internet of Things', 'Computer Networks', 'Digital Logic', 'Machine Learning', 'Cryptography', 'Quantum Computing']","['Digital Logic', 'Machine Learning']","['Computer Networks', 'Cryptography', 'Quantum Computing', 'Internet of Things']",Visual,Solo,"['Night', 'Evening', 'Night']"
448,Jesse Taylor,23,Beginner,"['Artificial Intelligence', 'Probability & Statistics', 'Algorithms', 'Data Structures', 'Deep Learning']","['Probability & Statistics', 'Data Structures']","['Deep Learning', 'Artificial Intelligence', 'Algorithms']",Problem-Solving,Group,"['Evening', 'Night', 'Afternoon']"
449,Tyler Holmes,22,Beginner,"['Data Structures', 'Operating Systems', 'Linear Algebra', 'Database Management', 'Cryptography']","['Data Structures', 'Cryptography']","['Database Management', 'Linear Algebra', 'Operating Systems']",Problem-Solving,Group,"['Afternoon', 'Afternoon', 'Morning']"
450,Jennifer Martinez,22,Advanced,"['Data Mining', 'Artificial Intelligence', 'Software Testing', 'Blockchains', 'Cybersecurity', 'Human-Computer Interaction', 'Computer Vision', 'Web Development']","['Computer Vision', 'Software Testing', 'Human-Computer Interaction', 'Web Development']","['Blockchains', 'Artificial Intelligence', 'Data Mining', 'Cybersecurity']",Auditory,Solo,"['Evening', 'Night', 'Afternoon']"
451,Cynthia Brown,24,Intermediate,"['Neural Networks', 'Deep Learning', 'Software Engineering', 'Computer Networks', 'Reinforcement Learning', 'Machine Learning', 'Cryptography']","['Deep Learning', 'Neural Networks']","['Reinforcement Learning', 'Cryptography', 'Machine Learning', 'Computer Networks', 'Software Engineering']",Auditory,Solo,"['Afternoon', 'Morning', 'Night']"
452,Nicole Miller,24,Intermediate,"['Computer Vision', 'Quantum Computing', 'Bioinformatics', 'Cloud Computing', 'Database Management', 'Reinforcement Learning', 'Computer Architecture']","['Quantum Computing', 'Computer Vision']","['Bioinformatics', 'Reinforcement Learning', 'Database Management', 'Computer Architecture', 'Cloud Computing']",Visual,Solo,"['Night', 'Night']"
453,Valerie Lee,30,Intermediate,"['Cloud Computing', 'Cybersecurity', 'Bioinformatics', 'Distributed Systems', 'Algorithms', 'Software Engineering']","['Algorithms', 'Software Engineering']","['Cloud Computing', 'Bioinformatics', 'Cybersecurity', 'Distributed Systems']",Problem-Solving,Solo,"['Afternoon', 'Night']"
454,Sarah Meyer,19,Beginner,"['Operating Systems', 'Compiler Design', 'Artificial Intelligence', 'Computer Architecture', 'Data Structures', 'Database Management', 'Linear Algebra', 'Deep Learning']","['Computer Architecture', 'Data Structures', 'Operating Systems']","['Linear Algebra', 'Database Management', 'Deep Learning', 'Compiler Design', 'Artificial Intelligence']",Auditory,Group,"['Night', 'Night', 'Evening']"
